 เลขรหัสสถานศึกษา , จังหวัด , ขื่อโรงเรียน , ประเภทสถานศึกษา , ระดับชั้น , ประเภทวิชา , สาขาวิชา , ผู้สำเร็จการศึกษา , ติดตามได้ , ศึกษาต่อ , รองานหรือว่างงาน , ทำงานรัฐวิสาหกิจ , ทำงานราชการ , ทำงานเอกชน , อาชีพอิสระ , อื่น ๆ 
1310010240,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีฐานเทคโนโลยี,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,44,39,11,3,    ,    ,18,5,2
1310010240,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีฐานเทคโนโลยี,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,154,150,118,8,    ,    ,13,11,    
1310010240,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีฐานเทคโนโลยี,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,208,183,86,4,    ,    ,60,31,2
1310010240,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีฐานเทคโนโลยี,เอกชน,ปวช.,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,89,83,56,2,    ,    ,18,4,3
1310010240,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีฐานเทคโนโลยี,เอกชน,ปวช.,อุตสาหกรรม,ช่างยนต์,145,126,82,9,    ,    ,15,11,9
1310010240,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีฐานเทคโนโลยี,เอกชน,ปวช.,อุตสาหกรรม,ช่างอิเล็กทรอนิกส์,28,26,10,    ,    ,    ,11,1,4
1310010240,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีฐานเทคโนโลยี,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,เทคโนโลยีธุรกิจดิจิทัล,143,133,    ,9,3,3,80,25,13
1310010240,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีฐานเทคโนโลยี,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การจัดการ,178,160,    ,17,    ,4,98,36,5
1310010240,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีฐานเทคโนโลยี,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,44,43,    ,    ,    ,    ,27,3,13
1310010240,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีฐานเทคโนโลยี,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,137,135,    ,9,4,9,86,12,15
1310010240,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีฐานเทคโนโลยี,เอกชน,ปวส.,อุตสาหกรรม,เทคนิคเครื่องกล,89,85,    ,6,1,2,45,15,16
1310010240,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีฐานเทคโนโลยี,เอกชน,ปวส.,อุตสาหกรรม,เทคนิคควบคุมและซ่อมบำรุงระบบขนส่งทางราง,12,12,7,    ,    ,    ,5,    ,    
1310010240,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีฐานเทคโนโลยี,เอกชน,ปวส.,อุตสาหกรรม,ไฟฟ้า,63,60,    ,3,2,2,48,1,4
1310010240,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีฐานเทคโนโลยี,เอกชน,ปวส.,อุตสาหกรรม,ช่างอากาศยาน,15,15,1,7,    ,1,5,    ,1
1310010240,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีฐานเทคโนโลยี,เอกชน,ปวส.,อุตสาหกรรม,อิเล็กทรอนิกส์,22,20,    ,    ,2,    ,17,    ,1
1310010240,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีฐานเทคโนโลยี,เอกชน,ปวส.,อุตสาหกรรมท่องเที่ยว,การท่องเที่ยว,6,5,    ,1,    ,    ,    ,4,    
1310016101,กรุงเทพมหานคร,กาญจนาภิเษกวิทยาลัย ช่างทองหลวง,รัฐ,ป.ตรี,ศิลปกรรม,ช่างทองหลวง,14,14,    ,    ,    ,    ,    ,14,    
1310016101,กรุงเทพมหานคร,กาญจนาภิเษกวิทยาลัย ช่างทองหลวง,รัฐ,ปวช.,ศิลปกรรม,เครื่องประดับอัญมณี,120,120,35,    ,    ,    ,39,46,    
1310016101,กรุงเทพมหานคร,กาญจนาภิเษกวิทยาลัย ช่างทองหลวง,รัฐ,ปวช.,ศิลปกรรม,คอมพิวเตอร์กราฟิก,8,8,2,    ,    ,    ,    ,6,    
1310016101,กรุงเทพมหานคร,กาญจนาภิเษกวิทยาลัย ช่างทองหลวง,รัฐ,ปวช.,ศิลปกรรม,ช่างทองหลวง,35,35,10,    ,    ,    ,9,16,    
1310016101,กรุงเทพมหานคร,กาญจนาภิเษกวิทยาลัย ช่างทองหลวง,รัฐ,ปวส.,ศิลปกรรม,เครื่องประดับอัญมณี,26,26,    ,    ,    ,    ,    ,26,    
1310016101,กรุงเทพมหานคร,กาญจนาภิเษกวิทยาลัย ช่างทองหลวง,รัฐ,ปวส.,ศิลปกรรม,ช่างทองหลวง,9,9,    ,    ,    ,    ,    ,9,    
1310016201,กรุงเทพมหานคร,วิทยาลัยอาชีวศึกษาเสาวภา,รัฐ,ป.ตรี,คหกรรม,เทคโนโลยีอาหารและโภชนาการ,15,15,    ,15,    ,    ,    ,    ,    
1310016201,กรุงเทพมหานคร,วิทยาลัยอาชีวศึกษาเสาวภา,รัฐ,ปวช.,คหกรรม,แฟชั่นและสิ่งทอ,4,4,2,    ,    ,    ,    ,2,    
1310016201,กรุงเทพมหานคร,วิทยาลัยอาชีวศึกษาเสาวภา,รัฐ,ปวช.,คหกรรม,คหกรรมศาสตร์,4,4,3,1,    ,    ,    ,    ,    
1310016201,กรุงเทพมหานคร,วิทยาลัยอาชีวศึกษาเสาวภา,รัฐ,ปวช.,คหกรรม,อาหารและโภชนาการ,78,78,47,28,    ,    ,    ,3,    
1310016201,กรุงเทพมหานคร,วิทยาลัยอาชีวศึกษาเสาวภา,รัฐ,ปวช.,ศิลปกรรม,การออกแบบ,20,20,13,7,    ,    ,    ,    ,    
1310016201,กรุงเทพมหานคร,วิทยาลัยอาชีวศึกษาเสาวภา,รัฐ,ปวช.,ศิลปกรรม,วิจิตรศิลป์,26,26,20,5,    ,    ,    ,1,    
1310016201,กรุงเทพมหานคร,วิทยาลัยอาชีวศึกษาเสาวภา,รัฐ,ปวช.,ศิลปกรรม,ออกแบบนิเทศศิลป์,37,37,32,3,    ,    ,    ,2,    
1310016201,กรุงเทพมหานคร,วิทยาลัยอาชีวศึกษาเสาวภา,รัฐ,ปวช.,อุตสาหกรรมท่องเที่ยว,การโรงแรม,9,9,5,3,    ,    ,    ,1,    
1310016201,กรุงเทพมหานคร,วิทยาลัยอาชีวศึกษาเสาวภา,รัฐ,ปวส.,คหกรรม,การจัดการธุรกิจอาหาร,12,12,6,2,    ,    ,    ,4,    
1310016201,กรุงเทพมหานคร,วิทยาลัยอาชีวศึกษาเสาวภา,รัฐ,ปวส.,คหกรรม,การบริหารงานคหกรรมศาสตร์,1,1,    ,1,    ,    ,    ,    ,    
1310016201,กรุงเทพมหานคร,วิทยาลัยอาชีวศึกษาเสาวภา,รัฐ,ปวส.,คหกรรม,อาหารและโภชนาการ,14,14,8,4,    ,    ,    ,2,    
1310016201,กรุงเทพมหานคร,วิทยาลัยอาชีวศึกษาเสาวภา,รัฐ,ปวส.,อุตสาหกรรมท่องเที่ยว,การโรงแรม,5,5,2,    ,    ,    ,    ,3,    
1310026101,กรุงเทพมหานคร,วิทยาลัยเทคนิคดุสิต,รัฐ,ป.ตรี,อุตสาหกรรม,เทคโนโลยีการก่อสร้าง,14,14,    ,    ,    ,    ,    ,    ,14
1310026101,กรุงเทพมหานคร,วิทยาลัยเทคนิคดุสิต,รัฐ,ปวช.,อุตสาหกรรม,โยธา,7,7,6,    ,    ,    ,    ,1,    
1310026101,กรุงเทพมหานคร,วิทยาลัยเทคนิคดุสิต,รัฐ,ปวช.,อุตสาหกรรม,ช่างเครื่องเรือนและตกแต่งภายใน,2,2,    ,    ,    ,    ,    ,2,    
1310026101,กรุงเทพมหานคร,วิทยาลัยเทคนิคดุสิต,รัฐ,ปวช.,อุตสาหกรรม,ช่างก่อสร้าง,7,7,4,    ,    ,    ,    ,3,    
1310026101,กรุงเทพมหานคร,วิทยาลัยเทคนิคดุสิต,รัฐ,ปวช.,อุตสาหกรรม,สถาปัตยกรรม,9,9,5,1,    ,    ,    ,3,    
1310026101,กรุงเทพมหานคร,วิทยาลัยเทคนิคดุสิต,รัฐ,ปวช.,อุตสาหกรรม,สำรวจ,3,3,2,    ,    ,    ,    ,1,    
1310026101,กรุงเทพมหานคร,วิทยาลัยเทคนิคดุสิต,รัฐ,ปวส.,อุตสาหกรรม,เฟอร์นิเจอร์และตกแต่งภายใน,9,8,    ,1,    ,    ,6,1,    
1310026101,กรุงเทพมหานคร,วิทยาลัยเทคนิคดุสิต,รัฐ,ปวส.,อุตสาหกรรม,โยธา,9,9,1,1,    ,1,    ,6,    
1310026101,กรุงเทพมหานคร,วิทยาลัยเทคนิคดุสิต,รัฐ,ปวส.,อุตสาหกรรม,ช่างก่อสร้าง,16,16,    ,3,    ,1,    ,11,1
1310026101,กรุงเทพมหานคร,วิทยาลัยเทคนิคดุสิต,รัฐ,ปวส.,อุตสาหกรรม,สำรวจ,6,6,    ,    ,    ,    ,2,4,    
1310036401,กรุงเทพมหานคร,วิทยาลัยการอาชีพกาญจนาภิเษกหนองจอก,รัฐ,ป.ตรี,อุตสาหกรรม,เทคโนโลยีเครื่องกล,15,15,2,1,    ,    ,3,9,    
1310036401,กรุงเทพมหานคร,วิทยาลัยการอาชีพกาญจนาภิเษกหนองจอก,รัฐ,ป.ตรี,อุตสาหกรรม,เทคโนโลยีไฟฟ้า,25,25,    ,    ,1,2,20,2,    
1310036401,กรุงเทพมหานคร,วิทยาลัยการอาชีพกาญจนาภิเษกหนองจอก,รัฐ,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,22,22,22,    ,    ,    ,    ,    ,    
1310036401,กรุงเทพมหานคร,วิทยาลัยการอาชีพกาญจนาภิเษกหนองจอก,รัฐ,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,10,10,10,    ,    ,    ,    ,    ,    
1310036401,กรุงเทพมหานคร,วิทยาลัยการอาชีพกาญจนาภิเษกหนองจอก,รัฐ,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,65,64,62,    ,    ,    ,    ,2,    
1310036401,กรุงเทพมหานคร,วิทยาลัยการอาชีพกาญจนาภิเษกหนองจอก,รัฐ,ปวช.,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,41,41,41,    ,    ,    ,    ,    ,    
1310036401,กรุงเทพมหานคร,วิทยาลัยการอาชีพกาญจนาภิเษกหนองจอก,รัฐ,ปวช.,อุตสาหกรรม,ช่างกลโรงงาน,27,27,27,    ,    ,    ,    ,    ,    
1310036401,กรุงเทพมหานคร,วิทยาลัยการอาชีพกาญจนาภิเษกหนองจอก,รัฐ,ปวช.,อุตสาหกรรม,ช่างก่อสร้าง,10,10,10,    ,    ,    ,    ,    ,    
1310036401,กรุงเทพมหานคร,วิทยาลัยการอาชีพกาญจนาภิเษกหนองจอก,รัฐ,ปวช.,อุตสาหกรรม,ช่างยนต์,61,61,59,    ,    ,    ,2,    ,    
1310036401,กรุงเทพมหานคร,วิทยาลัยการอาชีพกาญจนาภิเษกหนองจอก,รัฐ,ปวช.,อุตสาหกรรม,ช่างอิเล็กทรอนิกส์,3,3,3,    ,    ,    ,    ,    ,    
1310036401,กรุงเทพมหานคร,วิทยาลัยการอาชีพกาญจนาภิเษกหนองจอก,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,เทคโนโลยีธุรกิจดิจิทัล,63,63,5,5,6,    ,44,3,    
1310036401,กรุงเทพมหานคร,วิทยาลัยการอาชีพกาญจนาภิเษกหนองจอก,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,28,27,6,3,    ,1,3,14,    
1310036401,กรุงเทพมหานคร,วิทยาลัยการอาชีพกาญจนาภิเษกหนองจอก,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,29,29,    ,    ,    ,2,14,13,    
1310036401,กรุงเทพมหานคร,วิทยาลัยการอาชีพกาญจนาภิเษกหนองจอก,รัฐ,ปวส.,อุตสาหกรรม,เทคนิคเครื่องกล,56,56,2,5,1,    ,24,24,    
1310036401,กรุงเทพมหานคร,วิทยาลัยการอาชีพกาญจนาภิเษกหนองจอก,รัฐ,ปวส.,อุตสาหกรรม,เทคนิคโลหะ,3,3,1,    ,    ,    ,    ,2,    
1310036401,กรุงเทพมหานคร,วิทยาลัยการอาชีพกาญจนาภิเษกหนองจอก,รัฐ,ปวส.,อุตสาหกรรม,เทคนิคการผลิต,43,43,3,1,1,    ,18,19,1
1310036401,กรุงเทพมหานคร,วิทยาลัยการอาชีพกาญจนาภิเษกหนองจอก,รัฐ,ปวส.,อุตสาหกรรม,เมคคาทรอนิกส์และหุ่นยนต์,2,2,    ,    ,    ,    ,1,1,    
1310036401,กรุงเทพมหานคร,วิทยาลัยการอาชีพกาญจนาภิเษกหนองจอก,รัฐ,ปวส.,อุตสาหกรรม,ไฟฟ้า,75,75,6,2,    ,    ,24,43,    
1310036401,กรุงเทพมหานคร,วิทยาลัยการอาชีพกาญจนาภิเษกหนองจอก,รัฐ,ปวส.,อุตสาหกรรม,ช่างก่อสร้าง,51,51,    ,10,3,    ,15,23,    
1310036401,กรุงเทพมหานคร,วิทยาลัยการอาชีพกาญจนาภิเษกหนองจอก,รัฐ,ปวส.,อุตสาหกรรม,อิเล็กทรอนิกส์,7,7,    ,    ,0,    ,3,4,    
1310066201,กรุงเทพมหานคร,วิทยาลัยศิลปหัตถกรรมกรุงเทพ,รัฐ,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,3,3,2,1,    ,    ,    ,    ,    
1310066201,กรุงเทพมหานคร,วิทยาลัยศิลปหัตถกรรมกรุงเทพ,รัฐ,ปวช.,ศิลปกรรม,การออกแบบ,9,9,5,    ,    ,    ,    ,4,    
1310066201,กรุงเทพมหานคร,วิทยาลัยศิลปหัตถกรรมกรุงเทพ,รัฐ,ปวช.,ศิลปกรรม,คอมพิวเตอร์กราฟิก,17,17,12,    ,    ,    ,    ,5,    
1310066201,กรุงเทพมหานคร,วิทยาลัยศิลปหัตถกรรมกรุงเทพ,รัฐ,ปวช.,ศิลปกรรม,วิจิตรศิลป์,7,7,6,1,    ,    ,    ,    ,    
1310066201,กรุงเทพมหานคร,วิทยาลัยศิลปหัตถกรรมกรุงเทพ,รัฐ,ปวช.,ศิลปกรรม,อุตสาหกรรมเครื่องหนัง,429,429,    ,139,    ,    ,    ,290,    
1310066201,กรุงเทพมหานคร,วิทยาลัยศิลปหัตถกรรมกรุงเทพ,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การจัดการธุรกิจค้าปลีก,3,3,    ,    ,    ,    ,    ,3,    
1310066201,กรุงเทพมหานคร,วิทยาลัยศิลปหัตถกรรมกรุงเทพ,รัฐ,ปวส.,ศิลปกรรม,ดิจิทัลกราฟิก,10,10,2,4,    ,    ,    ,4,    
1310096201,กรุงเทพมหานคร,วิทยาลัยพณิชยการบางนา,รัฐ,ป.ตรี,พาณิชยกรรม/บริหารธุรกิจ,เทคโนโลยีธุรกิจดิจิทัล,7,7,    ,    ,    ,    ,7,    ,    
1310096201,กรุงเทพมหานคร,วิทยาลัยพณิชยการบางนา,รัฐ,ป.ตรี,อุตสาหกรรมท่องเที่ยว,การโรงแรม,19,19,    ,2,    ,    ,17,    ,    
1310096201,กรุงเทพมหานคร,วิทยาลัยพณิชยการบางนา,รัฐ,ปวช.,เทคโนโลยีสารสนเทศและการสื่อสาร,เทคโนโลยีสารสนเทศ,29,29,28,1,    ,    ,    ,    ,    
1310096201,กรุงเทพมหานคร,วิทยาลัยพณิชยการบางนา,รัฐ,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,โลจิสติกส์,85,85,75,7,    ,    ,    ,2,1
1310096201,กรุงเทพมหานคร,วิทยาลัยพณิชยการบางนา,รัฐ,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การจัดการสำนักงาน,10,10,7,2,    ,    ,1,    ,    
1310096201,กรุงเทพมหานคร,วิทยาลัยพณิชยการบางนา,รัฐ,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,84,81,70,9,    ,    ,    ,2,    
1310096201,กรุงเทพมหานคร,วิทยาลัยพณิชยการบางนา,รัฐ,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,116,116,94,13,    ,    ,1,6,2
1310096201,กรุงเทพมหานคร,วิทยาลัยพณิชยการบางนา,รัฐ,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,138,138,115,14,    ,    ,1,8,    
1310096201,กรุงเทพมหานคร,วิทยาลัยพณิชยการบางนา,รัฐ,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,ธุรกิจค้าปลีก,22,22,16,3,    ,    ,    ,3,    
1310096201,กรุงเทพมหานคร,วิทยาลัยพณิชยการบางนา,รัฐ,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,ภาษาต่างประเทศ,50,50,44,2,    ,    ,    ,1,3
1310096201,กรุงเทพมหานคร,วิทยาลัยพณิชยการบางนา,รัฐ,ปวช.,อุตสาหกรรมท่องเที่ยว,การโรงแรม,18,18,16,    ,    ,    ,2,    ,    
1310096201,กรุงเทพมหานคร,วิทยาลัยพณิชยการบางนา,รัฐ,ปวส.,เทคโนโลยีสารสนเทศและการสื่อสาร,เทคโนโลยีสารสนเทศ,29,29,18,8,    ,    ,    ,2,1
1310096201,กรุงเทพมหานคร,วิทยาลัยพณิชยการบางนา,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,เทคโนโลยีธุรกิจดิจิทัล,33,33,20,5,    ,    ,4,1,3
1310096201,กรุงเทพมหานคร,วิทยาลัยพณิชยการบางนา,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การจัดการโลจิสติกส์และซัพพลายเชน,93,93,75,13,    ,    ,1,4,    
1310096201,กรุงเทพมหานคร,วิทยาลัยพณิชยการบางนา,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การจัดการธุรกิจค้าปลีก,4,4,1,3,    ,    ,    ,    ,    
1310096201,กรุงเทพมหานคร,วิทยาลัยพณิชยการบางนา,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,30,30,19,7,    ,    ,    ,4,    
1310096201,กรุงเทพมหานคร,วิทยาลัยพณิชยการบางนา,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,100,100,76,9,    ,    ,9,4,2
1310096201,กรุงเทพมหานคร,วิทยาลัยพณิชยการบางนา,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,ภาษาต่างประเทศธุรกิจ,13,13,9,4,    ,    ,    ,    ,    
1310096201,กรุงเทพมหานคร,วิทยาลัยพณิชยการบางนา,รัฐ,ปวส.,อุตสาหกรรมท่องเที่ยว,การโรงแรม,18,18,6,2,    ,    ,3,3,4
1310096201,กรุงเทพมหานคร,วิทยาลัยพณิชยการบางนา,รัฐ,ปวส.,อุตสาหกรรมท่องเที่ยว,การจัดประชุมและนิทรรศการ,7,7,3,4,    ,    ,    ,    ,    
1310100545,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีวังเด็กพัฒน์อ่อนนุชบริหาร,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,59,59,18,    ,    ,    ,1,40,    
1310100545,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีวังเด็กพัฒน์อ่อนนุชบริหาร,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,15,15,9,1,    ,    ,2,1,2
1310100545,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีวังเด็กพัฒน์อ่อนนุชบริหาร,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,73,73,20,    ,    ,    ,    ,53,    
1310100545,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีวังเด็กพัฒน์อ่อนนุชบริหาร,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,เทคโนโลยีธุรกิจดิจิทัล,68,68,25,5,    ,    ,    ,38,    
1310100545,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีวังเด็กพัฒน์อ่อนนุชบริหาร,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,53,53,18,3,    ,    ,    ,32,    
1310100817,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีตั้งตรงจิตรพณิชยการ,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,169,79,79,    ,    ,    ,    ,    ,    
1310100817,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีตั้งตรงจิตรพณิชยการ,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,106,9,9,    ,    ,    ,    ,    ,    
1310100817,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีตั้งตรงจิตรพณิชยการ,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,175,16,16,    ,    ,    ,    ,    ,    
1310100818,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีตั้งตรงจิตรบริหารธุรกิจ,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,7,3,3,    ,    ,    ,    ,    ,    
1310100818,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีตั้งตรงจิตรบริหารธุรกิจ,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,12,    ,    ,    ,    ,    ,    ,    ,    
1310100818,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีตั้งตรงจิตรบริหารธุรกิจ,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,เทคโนโลยีธุรกิจดิจิทัล,80,    ,    ,    ,    ,    ,    ,    ,    
1310100818,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีตั้งตรงจิตรบริหารธุรกิจ,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,90,4,4,    ,    ,    ,    ,    ,    
1310100818,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีตั้งตรงจิตรบริหารธุรกิจ,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,47,    ,    ,    ,    ,    ,    ,    ,    
1310100818,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีตั้งตรงจิตรบริหารธุรกิจ,เอกชน,ปวส.,อุตสาหกรรมท่องเที่ยว,การท่องเที่ยว,14,1,1,    ,    ,    ,    ,    ,    
1310100819,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีพระนครพณิชยการ,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,7,7,3,1,    ,1,    ,2,    
1310100819,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีพระนครพณิชยการ,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,1,1,1,    ,    ,    ,    ,    ,    
1310100819,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีพระนครพณิชยการ,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,6,6,4,1,    ,    ,    ,1,    
1310100819,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีพระนครพณิชยการ,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,เทคโนโลยีธุรกิจดิจิทัล,11,11,4,3,    ,1,1,1,1
1310100819,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีพระนครพณิชยการ,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,14,14,2,7,    ,    ,2,1,2
1310100819,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีพระนครพณิชยการ,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,19,19,3,5,4,2,3,1,1
1310100822,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีวิมล ศรีย่าน,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,72,71,63,5,    ,    ,1,2,    
1310100822,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีวิมล ศรีย่าน,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,60,60,50,4,    ,    ,    ,5,1
1310100822,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีวิมล ศรีย่าน,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,101,100,92,2,    ,    ,2,3,1
1310100822,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีวิมล ศรีย่าน,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,เทคโนโลยีธุรกิจดิจิทัล,72,72,47,10,3,3,7,1,1
1310100822,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีวิมล ศรีย่าน,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,60,60,39,7,1,5,6,2,    
1310100822,กรุงเทพมหานคร,วิทยาลัยเทคโนโลยีวิมล ศรีย่าน,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,44,44,33,4,1,    ,6,    ,    
1310100823,กรุงเทพมหานคร,วิทยาลัยอาชีวศึกษาอาชีวศิลป์,เอกชน,ปวช.,ศิลปกรรม,การออกแบบ,12,    ,    ,    ,    ,    ,    ,    ,    
1310100823,กรุงเทพมหานคร,วิทยาลัยอาชีวศึกษาอาชีวศิลป์,เอกชน,ปวช.,ศิลปกรรม,วิจิตรศิลป์,12,    ,    ,    ,    ,    ,    ,    ,0
1310100823,กรุงเทพมหานคร,วิทยาลัยอาชีวศึกษาอาชีวศิลป์,เอกชน,ปวช.,อุตสาหกรรม,สถาปัตยกรรม,4,    ,    ,    ,    ,    ,    ,    ,    
1310100823,กรุงเทพมหานคร,วิทยาลัยอาชีวศึกษาอาชีวศิลป์,เอกชน,ปวส.,ศิลปกรรม,การออกแบบ,24,    ,    ,    ,    ,    ,    ,    ,    
1310100823,กรุงเทพมหานคร,วิทยาลัยอาชีวศึกษาอาชีวศิลป์,เอกชน,ปวส.,ศิลปกรรม,วิจิตรศิลป์,15,    ,    ,    ,    ,    ,    ,    ,    
1310100825,นนทบุรี,โรงเรียนกองทัพบกอุปถัมภ์ ช่างกล ขส.ทบ.,เอกชน,ปวช.,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,107,59,59,    ,    ,    ,    ,    ,    
1310100825,นนทบุรี,โรงเรียนกองทัพบกอุปถัมภ์ ช่างกล ขส.ทบ.,เอกชน,ปวช.,อุตสาหกรรม,ช่างยนต์,251,92,91,    ,    ,1,    ,    ,    
1310100825,นนทบุรี,โรงเรียนกองทัพบกอุปถัมภ์ ช่างกล ขส.ทบ.,เอกชน,ปวส.,อุตสาหกรรม,เทคนิคเครื่องกล,88,8,7,    ,    ,1,    ,    ,    
