 เลขรหัสสถานศึกษา , จังหวัด , ขื่อโรงเรียน , ประเภทสถานศึกษา , ระดับชั้น , ประเภทวิชา , สาขาวิชา , ผู้สำเร็จการศึกษา , ติดตามได้ , ศึกษาต่อ , รองานหรือว่างงาน , ทำงานรัฐวิสาหกิจ , ทำงานราชการ , ทำงานเอกชน , อาชีพอิสระ , อื่น ๆ 
1324066301,ฉะเชิงเทรา,วิทยาลัยเกษตรและเทคโนโลยีฉะเชิงเทรา,รัฐ,ปวส.,เกษตรกรรม,อุตสาหกรรมเกษตร,3,3,3,    ,    ,    ,    ,    ,    
1324066401,ฉะเชิงเทรา,วิทยาลัยเทคนิคพนมสารคาม,รัฐ,ปวช.,เทคโนโลยีสารสนเทศและการสื่อสาร,เทคโนโลยีสารสนเทศ,35,24,24,    ,    ,    ,    ,    ,    
1324066401,ฉะเชิงเทรา,วิทยาลัยเทคนิคพนมสารคาม,รัฐ,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,17,6,6,    ,    ,    ,    ,    ,    
1324066401,ฉะเชิงเทรา,วิทยาลัยเทคนิคพนมสารคาม,รัฐ,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,23,17,16,1,    ,    ,    ,    ,    
1324066401,ฉะเชิงเทรา,วิทยาลัยเทคนิคพนมสารคาม,รัฐ,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,27,7,7,    ,    ,    ,    ,    ,    
1324066401,ฉะเชิงเทรา,วิทยาลัยเทคนิคพนมสารคาม,รัฐ,ปวช.,อุตสาหกรรม,เมคคาทรอนิกส์,19,14,14,    ,    ,    ,    ,    ,    
1324066401,ฉะเชิงเทรา,วิทยาลัยเทคนิคพนมสารคาม,รัฐ,ปวช.,อุตสาหกรรม,ช่างเชื่อมโลหะ,9,7,7,    ,    ,    ,    ,    ,    
1324066401,ฉะเชิงเทรา,วิทยาลัยเทคนิคพนมสารคาม,รัฐ,ปวช.,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,37,30,29,    ,    ,    ,    ,1,    
1324066401,ฉะเชิงเทรา,วิทยาลัยเทคนิคพนมสารคาม,รัฐ,ปวช.,อุตสาหกรรม,ช่างกลโรงงาน,32,17,17,    ,    ,    ,    ,    ,    
1324066401,ฉะเชิงเทรา,วิทยาลัยเทคนิคพนมสารคาม,รัฐ,ปวช.,อุตสาหกรรม,ช่างยนต์,38,19,17,1,    ,    ,    ,1,    
1324066401,ฉะเชิงเทรา,วิทยาลัยเทคนิคพนมสารคาม,รัฐ,ปวช.,อุตสาหกรรม,ช่างอิเล็กทรอนิกส์,25,18,18,    ,    ,    ,    ,    ,    
1324066401,ฉะเชิงเทรา,วิทยาลัยเทคนิคพนมสารคาม,รัฐ,ปวส.,เทคโนโลยีสารสนเทศและการสื่อสาร,เทคโนโลยีสารสนเทศ,30,    ,    ,    ,    ,    ,    ,    ,    
1324066401,ฉะเชิงเทรา,วิทยาลัยเทคนิคพนมสารคาม,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,เทคโนโลยีธุรกิจดิจิทัล,6,    ,    ,    ,    ,    ,    ,    ,    
1324066401,ฉะเชิงเทรา,วิทยาลัยเทคนิคพนมสารคาม,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การจัดการ,6,    ,    ,    ,    ,    ,    ,    ,    
1324066401,ฉะเชิงเทรา,วิทยาลัยเทคนิคพนมสารคาม,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,28,    ,    ,    ,    ,    ,    ,    ,    
1324066401,ฉะเชิงเทรา,วิทยาลัยเทคนิคพนมสารคาม,รัฐ,ปวส.,อุตสาหกรรม,เทคนิคเครื่องกล,27,    ,    ,    ,    ,    ,    ,    ,    
1324066401,ฉะเชิงเทรา,วิทยาลัยเทคนิคพนมสารคาม,รัฐ,ปวส.,อุตสาหกรรม,เทคนิคโลหะ,6,    ,    ,    ,    ,    ,    ,    ,    
1324066401,ฉะเชิงเทรา,วิทยาลัยเทคนิคพนมสารคาม,รัฐ,ปวส.,อุตสาหกรรม,เทคนิคการผลิต,24,    ,    ,    ,    ,    ,    ,    ,    
1324066401,ฉะเชิงเทรา,วิทยาลัยเทคนิคพนมสารคาม,รัฐ,ปวส.,อุตสาหกรรม,เมคคาทรอนิกส์และหุ่นยนต์,21,    ,    ,    ,    ,    ,    ,    ,    
1324066401,ฉะเชิงเทรา,วิทยาลัยเทคนิคพนมสารคาม,รัฐ,ปวส.,อุตสาหกรรม,ไฟฟ้า,33,    ,    ,    ,    ,    ,    ,    ,    
1324066401,ฉะเชิงเทรา,วิทยาลัยเทคนิคพนมสารคาม,รัฐ,ปวส.,อุตสาหกรรม,อิเล็กทรอนิกส์,13,    ,    ,    ,    ,    ,    ,    ,    
1324100024,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีศรีวรการ,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,18,    ,    ,    ,    ,    ,    ,    ,    
1324100024,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีศรีวรการ,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,35,    ,    ,    ,    ,    ,    ,    ,0
1324100024,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีศรีวรการ,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,ธุรกิจค้าปลีก,18,    ,    ,    ,    ,    ,    ,    ,    
1324100025,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีฉะเชิงเทรา,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,4,    ,    ,    ,    ,    ,    ,    ,    
1324100025,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีฉะเชิงเทรา,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,4,    ,    ,    ,    ,    ,    ,    ,    
1324100025,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีฉะเชิงเทรา,เอกชน,ปวช.,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,12,    ,    ,    ,    ,    ,    ,    ,    
1324100025,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีฉะเชิงเทรา,เอกชน,ปวช.,อุตสาหกรรม,ช่างกลโรงงาน,30,    ,    ,    ,    ,    ,    ,    ,    
1324100025,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีฉะเชิงเทรา,เอกชน,ปวช.,อุตสาหกรรม,ช่างยนต์,17,    ,    ,    ,    ,    ,    ,    ,    
1324100025,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีฉะเชิงเทรา,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,เทคโนโลยีธุรกิจดิจิทัล,15,    ,    ,    ,    ,    ,    ,    ,    
1324100025,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีฉะเชิงเทรา,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,9,    ,    ,    ,    ,    ,    ,    ,    
1324100026,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยียานยนต์โตโยต้า,เอกชน,ปวส.,อุตสาหกรรม,เทคโนโลยีบริการยานยนต์,8,    ,    ,    ,    ,    ,    ,    ,    
1324100026,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยียานยนต์โตโยต้า,เอกชน,ปวส.,อุตสาหกรรม,เทคนิคเครื่องกล,76,    ,    ,    ,    ,    ,    ,    ,    
1324100028,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีบางปะกงบริหารธุรกิจ,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,31,30,15,2,    ,    ,9,4,    
1324100028,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีบางปะกงบริหารธุรกิจ,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,17,17,5,    ,    ,    ,7,5,    
1324100028,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีบางปะกงบริหารธุรกิจ,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,47,46,16,4,    ,    ,20,6,    
1324100028,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีบางปะกงบริหารธุรกิจ,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,เทคโนโลยีธุรกิจดิจิทัล,62,58,5,4,    ,    ,39,10,    
1324100028,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีบางปะกงบริหารธุรกิจ,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,50,48,4,2,2,1,29,10,    
1324100028,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีบางปะกงบริหารธุรกิจ,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,42,39,4,2,1,1,27,4,    
1324100028,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีบางปะกงบริหารธุรกิจ,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,1,    ,    ,    ,    ,    ,    ,    ,    
1324100042,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีอาเซียนไทยบ้านโพธิ์,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,5,    ,    ,    ,    ,    ,    ,    ,    
1324100042,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีอาเซียนไทยบ้านโพธิ์,เอกชน,ปวช.,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,13,    ,    ,    ,    ,    ,    ,    ,    
1324100042,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีอาเซียนไทยบ้านโพธิ์,เอกชน,ปวช.,อุตสาหกรรม,ช่างกลโรงงาน,35,    ,    ,    ,    ,    ,    ,    ,    
1324100042,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีอาเซียนไทยบ้านโพธิ์,เอกชน,ปวช.,อุตสาหกรรม,ช่างยนต์,29,    ,    ,    ,    ,    ,    ,    ,    
1324100042,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีอาเซียนไทยบ้านโพธิ์,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,เทคโนโลยีธุรกิจดิจิทัล,8,    ,    ,    ,    ,    ,    ,    ,    
1324100042,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีอาเซียนไทยบ้านโพธิ์,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การจัดการ,9,    ,    ,    ,    ,    ,    ,    ,    
1324100042,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีอาเซียนไทยบ้านโพธิ์,เอกชน,ปวส.,อุตสาหกรรม,เทคนิคเครื่องกล,15,    ,    ,    ,    ,    ,    ,    ,    
1324100042,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีอาเซียนไทยบ้านโพธิ์,เอกชน,ปวส.,อุตสาหกรรม,เทคนิคอุตสาหกรรม,33,    ,    ,    ,    ,    ,    ,    ,    
1324100042,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีอาเซียนไทยบ้านโพธิ์,เอกชน,ปวส.,อุตสาหกรรม,ไฟฟ้า,26,    ,    ,    ,    ,    ,    ,    ,    
1324100045,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีการจัดการนวัตกรรม,เอกชน,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การจัดการด้านความปลอดภัย,5,5,5,    ,    ,    ,    ,    ,    
1324100045,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีการจัดการนวัตกรรม,เอกชน,ปวช.,อุตสาหกรรม,ช่างซ่อมบำรุงเรือ,7,7,1,3,    ,    ,1,2,    
1324100045,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีการจัดการนวัตกรรม,เอกชน,ปวช.,อุตสาหกรรมท่องเที่ยว,การโรงแรม,8,8,4,2,    ,    ,1,1,    
1324100045,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีการจัดการนวัตกรรม,เอกชน,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การจัดการโลจิสติกส์และซัพพลายเชน,12,12,    ,4,    ,    ,2,6,    
1324100045,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีการจัดการนวัตกรรม,เอกชน,ปวส.,พาณิชยนาวี,เทคนิคเครื่องกลเรือ,2,2,    ,    ,    ,    ,1,1,    
1324100045,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีการจัดการนวัตกรรม,เอกชน,ปวส.,พาณิชยนาวี,การเดินเรือ,12,12,    ,1,    ,    ,3,8,    
1324100045,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีการจัดการนวัตกรรม,เอกชน,ปวส.,อุตสาหกรรมท่องเที่ยว,การโรงแรม,6,6,1,1,    ,    ,1,2,1
1324100045,ฉะเชิงเทรา,วิทยาลัยเทคโนโลยีการจัดการนวัตกรรม,เอกชน,ปวส.,อุตสาหกรรมบันเทิงและดนตรี,ดนตรีและเทคโนโลยี,1,1,    ,    ,    ,    ,    ,1,    
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ป.ตรี,พาณิชยกรรม/บริหารธุรกิจ,การจัดการสำนักงาน,8,8,    ,    ,    ,    ,6,2,    
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ป.ตรี,อุตสาหกรรม,เทคโนโลยีไฟฟ้า,11,11,    ,    ,    ,    ,10,1,    
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ป.ตรี,อุตสาหกรรม,เทคโนโลยียานยนต์,13,13,    ,    ,    ,    ,13,    ,    
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ป.ตรี,อุตสาหกรรม,เทคโนโลยีอิเล็กทรอนิกส์,7,7,    ,    ,    ,    ,7,    ,    
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ปวช.,คหกรรม,แฟชั่นและสิ่งทอ,3,3,2,    ,    ,    ,1,    ,    
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ปวช.,คหกรรม,อาหารและโภชนาการ,22,22,22,    ,    ,    ,    ,    ,    
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การจัดการสำนักงาน,13,13,11,    ,    ,    ,    ,1,1
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,21,21,21,    ,    ,    ,    ,    ,    
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,63,60,59,    ,    ,    ,    ,1,    
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,83,83,69,    ,    ,    ,6,7,1
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ปวช.,อุตสาหกรรม,เมคคาทรอนิกส์,35,35,35,    ,    ,    ,    ,    ,    
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ปวช.,อุตสาหกรรม,ช่างเชื่อมโลหะ,3,3,3,    ,    ,    ,    ,    ,    
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ปวช.,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,96,95,82,    ,    ,    ,7,6,    
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ปวช.,อุตสาหกรรม,ช่างกลโรงงาน,61,61,47,    ,    ,    ,13,1,    
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ปวช.,อุตสาหกรรม,ช่างก่อสร้าง,47,47,43,    ,    ,    ,4,    ,    
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ปวช.,อุตสาหกรรม,ช่างซ่อมบำรุง,23,23,19,    ,    ,    ,4,    ,    
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ปวช.,อุตสาหกรรม,ช่างยนต์,53,53,46,    ,    ,1,6,    ,    
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ปวช.,อุตสาหกรรม,ช่างอิเล็กทรอนิกส์,76,49,49,    ,    ,    ,    ,    ,    
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ปวช.,อุตสาหกรรมท่องเที่ยว,การโรงแรม,4,4,2,    ,    ,    ,1,1,    
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ปวส.,คหกรรม,อาหารและโภชนาการ,22,22,9,    ,    ,    ,11,2,    
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,เทคโนโลยีธุรกิจดิจิทัล,64,64,8,    ,    ,    ,55,1,    
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การจัดการโลจิสติกส์และซัพพลายเชน,52,52,4,    ,    ,    ,31,13,4
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การจัดการสำนักงาน,38,38,17,1,    ,    ,10,4,6
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การตลาด,19,19,3,    ,    ,    ,11,5,    
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,80,80,12,    ,    ,    ,47,16,5
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ปวส.,อุตสาหกรรม,เทคนิคเครื่องกล,74,74,12,    ,    ,    ,54,5,3
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ปวส.,อุตสาหกรรม,เทคนิคโลหะ,8,8,    ,    ,    ,    ,6,2,    
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ปวส.,อุตสาหกรรม,เทคนิคการผลิต,82,82,5,    ,0,    ,65,9,3
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ปวส.,อุตสาหกรรม,เทคนิคอุตสาหกรรม,30,30,2,    ,    ,    ,23,2,3
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ปวส.,อุตสาหกรรม,เมคคาทรอนิกส์และหุ่นยนต์,28,28,4,    ,    ,    ,22,2,    
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ปวส.,อุตสาหกรรม,ไฟฟ้า,130,130,27,    ,    ,    ,99,4,    
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ปวส.,อุตสาหกรรม,ช่างก่อสร้าง,39,39,7,    ,    ,    ,25,7,    
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ปวส.,อุตสาหกรรม,อิเล็กทรอนิกส์,77,77,    ,    ,    ,    ,72,5,    
1325016101,ปราจีนบุรี,วิทยาลัยเทคนิคปราจีนบุรี,รัฐ,ปวส.,อุตสาหกรรมท่องเที่ยว,การโรงแรม,9,9,    ,    ,    ,    ,9,    ,    
1325016501,ปราจีนบุรี,วิทยาลัยการอาชีพปราจีนบุรี,รัฐ,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,7,7,3,1,    ,    ,1,2,    
1325016501,ปราจีนบุรี,วิทยาลัยการอาชีพปราจีนบุรี,รัฐ,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,22,22,16,3,    ,    ,    ,3,    
1325016501,ปราจีนบุรี,วิทยาลัยการอาชีพปราจีนบุรี,รัฐ,ปวช.,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,22,22,5,3,    ,1,1,12,    
1325016501,ปราจีนบุรี,วิทยาลัยการอาชีพปราจีนบุรี,รัฐ,ปวช.,อุตสาหกรรม,ช่างยนต์,22,22,6,2,    ,    ,1,10,3
1325016501,ปราจีนบุรี,วิทยาลัยการอาชีพปราจีนบุรี,รัฐ,ปวช.,อุตสาหกรรม,ช่างอิเล็กทรอนิกส์,8,8,6,    ,    ,    ,1,1,    
1325016501,ปราจีนบุรี,วิทยาลัยการอาชีพปราจีนบุรี,รัฐ,ปวช.,อุตสาหกรรมท่องเที่ยว,การท่องเที่ยว,5,5,1,1,    ,    ,    ,3,    
1325016501,ปราจีนบุรี,วิทยาลัยการอาชีพปราจีนบุรี,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,เทคโนโลยีธุรกิจดิจิทัล,31,31,3,1,    ,9,10,8,    
1325016501,ปราจีนบุรี,วิทยาลัยการอาชีพปราจีนบุรี,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,16,16,    ,    ,    ,2,3,11,    
1325016501,ปราจีนบุรี,วิทยาลัยการอาชีพปราจีนบุรี,รัฐ,ปวส.,อุตสาหกรรม,เทคนิคเครื่องกล,16,16,    ,    ,    ,1,1,14,    
1325016501,ปราจีนบุรี,วิทยาลัยการอาชีพปราจีนบุรี,รัฐ,ปวส.,อุตสาหกรรม,ไฟฟ้า,21,21,    ,    ,    ,    ,    ,21,    
1325026401,ปราจีนบุรี,วิทยาลัยการอาชีพกบินทร์บุรี,รัฐ,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,51,51,35,10,    ,    ,4,1,1
1325026401,ปราจีนบุรี,วิทยาลัยการอาชีพกบินทร์บุรี,รัฐ,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,75,75,57,7,    ,    ,2,9,0
1325026401,ปราจีนบุรี,วิทยาลัยการอาชีพกบินทร์บุรี,รัฐ,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,ธุรกิจค้าปลีก,28,28,13,    ,4,    ,4,7,0
1325026401,ปราจีนบุรี,วิทยาลัยการอาชีพกบินทร์บุรี,รัฐ,ปวช.,อุตสาหกรรม,เมคคาทรอนิกส์,23,23,22,1,    ,    ,    ,    ,0
1325026401,ปราจีนบุรี,วิทยาลัยการอาชีพกบินทร์บุรี,รัฐ,ปวช.,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,82,81,65,6,    ,1,5,4,0
1325026401,ปราจีนบุรี,วิทยาลัยการอาชีพกบินทร์บุรี,รัฐ,ปวช.,อุตสาหกรรม,ช่างซ่อมบำรุง,47,43,30,4,    ,    ,    ,7,2
1325026401,ปราจีนบุรี,วิทยาลัยการอาชีพกบินทร์บุรี,รัฐ,ปวช.,อุตสาหกรรม,ช่างยนต์,74,74,43,7,    ,    ,3,21,0
1325026401,ปราจีนบุรี,วิทยาลัยการอาชีพกบินทร์บุรี,รัฐ,ปวช.,อุตสาหกรรม,ช่างอิเล็กทรอนิกส์,23,23,14,2,    ,    ,    ,7,0
1325026401,ปราจีนบุรี,วิทยาลัยการอาชีพกบินทร์บุรี,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,เทคโนโลยีธุรกิจดิจิทัล,45,45,2,13,    ,2,16,11,1
1325026401,ปราจีนบุรี,วิทยาลัยการอาชีพกบินทร์บุรี,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การจัดการธุรกิจค้าปลีก,9,9,    ,2,    ,    ,5,1,1
1325026401,ปราจีนบุรี,วิทยาลัยการอาชีพกบินทร์บุรี,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,42,42,8,4,    ,1,25,3,1
1325026401,ปราจีนบุรี,วิทยาลัยการอาชีพกบินทร์บุรี,รัฐ,ปวส.,อุตสาหกรรม,เทคนิคเครื่องกล,29,29,    ,3,    ,    ,    ,26,    
1325026401,ปราจีนบุรี,วิทยาลัยการอาชีพกบินทร์บุรี,รัฐ,ปวส.,อุตสาหกรรม,เทคนิคอุตสาหกรรม,57,57,2,1,6,    ,24,24,    
1325026401,ปราจีนบุรี,วิทยาลัยการอาชีพกบินทร์บุรี,รัฐ,ปวส.,อุตสาหกรรม,ไฟฟ้า,79,79,3,44,2,2,17,11,    
1325026401,ปราจีนบุรี,วิทยาลัยการอาชีพกบินทร์บุรี,รัฐ,ปวส.,อุตสาหกรรม,อิเล็กทรอนิกส์,10,10,2,1,    ,    ,    ,7,    
1325046101,ปราจีนบุรี,วิทยาลัยเทคนิคบูรพาปราจีน,รัฐ,ป.ตรี,พาณิชยกรรม/บริหารธุรกิจ,เทคโนโลยีธุรกิจดิจิทัล,10,10,    ,1,    ,1,5,3,    
1325046101,ปราจีนบุรี,วิทยาลัยเทคนิคบูรพาปราจีน,รัฐ,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,8,8,6,    ,    ,    ,2,    ,    
1325046101,ปราจีนบุรี,วิทยาลัยเทคนิคบูรพาปราจีน,รัฐ,ปวช.,พาณิชยกรรม/บริหารธุรกิจ,คอมพิวเตอร์ธุรกิจ,15,15,4,    ,    ,    ,10,1,    
1325046101,ปราจีนบุรี,วิทยาลัยเทคนิคบูรพาปราจีน,รัฐ,ปวช.,อุตสาหกรรม,เมคคาทรอนิกส์,11,11,5,    ,    ,    ,6,    ,    
1325046101,ปราจีนบุรี,วิทยาลัยเทคนิคบูรพาปราจีน,รัฐ,ปวช.,อุตสาหกรรม,ช่างไฟฟ้ากำลัง,24,24,11,    ,    ,    ,13,    ,    
1325046101,ปราจีนบุรี,วิทยาลัยเทคนิคบูรพาปราจีน,รัฐ,ปวช.,อุตสาหกรรม,ช่างซ่อมบำรุง,4,4,1,    ,    ,    ,3,    ,    
1325046101,ปราจีนบุรี,วิทยาลัยเทคนิคบูรพาปราจีน,รัฐ,ปวช.,อุตสาหกรรม,ช่างยนต์,11,11,6,    ,    ,    ,5,    ,    
1325046101,ปราจีนบุรี,วิทยาลัยเทคนิคบูรพาปราจีน,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,เทคโนโลยีธุรกิจดิจิทัล,29,29,2,7,    ,1,14,5,    
1325046101,ปราจีนบุรี,วิทยาลัยเทคนิคบูรพาปราจีน,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การจัดการ,9,9,    ,    ,    ,1,8,    ,    
1325046101,ปราจีนบุรี,วิทยาลัยเทคนิคบูรพาปราจีน,รัฐ,ปวส.,พาณิชยกรรม/บริหารธุรกิจ,การบัญชี,12,12,    ,3,    ,    ,6,3,    
1325046101,ปราจีนบุรี,วิทยาลัยเทคนิคบูรพาปราจีน,รัฐ,ปวส.,อุตสาหกรรม,เทคนิคเครื่องกล,10,10,    ,2,    ,    ,6,2,    
